case,hypothesis,representation_family,sharing_strategy,source,confidence,novelty,expected_gain,status,reason,created_by,created_at
ex219,bf16_reciprocal_cbrt,mant64 hilo4 delta-pair regrouping with selected bit6 comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 12464 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex287,hamming_weight_preserving_lossy_routing_normalizer,singleton-home OR basis plus full-word residual BDD,single residual BDD node pool over all output bits,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-unknown287-r95,medium,explore,medium,tested_nonwinning,official OK ADP 60698 did not beat current frontend/reference,sub-unknown287-r95,2026-06-14
ex204,bf16_log2,special-shell sign-exp descriptor with mantissa bucket residuals,shared constant special shell plus compact residual output groups,frontend_gt15_structural_round96_20260614_0651/sub-bf16-field2-r96,medium,explore,medium,tested_nonwinning,official OK ADP 32320 did not beat current frontend/reference,sub-bf16-field2-r96,2026-06-14
ex216,bf16_cube,odd sign shell with exponent classes and mantissa bucket residuals,shared sign/special shell plus positive-magnitude residual groups,frontend_gt15_structural_round96_20260614_0651/sub-bf16-field2-r96,medium,explore,medium,tested_nonwinning,official OK ADP 10248 did not beat current frontend/reference,sub-bf16-field2-r96,2026-06-14
ex218,bf16_reciprocal_cube,odd sign shell with reciprocal-cube exponent bucket residuals,shared sign/special shell plus positive-magnitude residual groups,frontend_gt15_structural_round96_20260614_0651/sub-bf16-field2-r96,medium,explore,medium,tested_nonwinning,official OK ADP 9893 did not beat current frontend/reference,sub-bf16-field2-r96,2026-06-14
ex219,bf16_reciprocal_cbrt,odd sign shell with exp-mod3 prior and mantissa bucket residuals,shared sign/special shell plus positive-magnitude residual groups,frontend_gt15_structural_round96_20260614_0651/sub-bf16-field2-r96,medium,explore,medium,tested_nonwinning,official OK ADP 13819 did not beat current frontend/reference,sub-bf16-field2-r96,2026-06-14
ex205,bf16_log10_field_decode,current field-decode source with abc_g_aig_d15,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 71104 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex205,bf16_log10_field_decode,current field-decode source with abc_g_aig_d16,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 71104 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex205,bf16_log10_field_decode,current field-decode source with extra_opt_aig,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 71440 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex205,bf16_log10_selected_sign_formula,decoded exponent formula for bit15 plus abc_g_aig,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 71104 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex214,bf16_reciprocal_square_default_exception,current selected-bit13 source with abc_g_aig,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 3707 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex214,bf16_reciprocal_square_default_exception,current selected-bit13 source with abc_g_aig_d10,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 3707 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex214,bf16_reciprocal_square_default_exception,current selected-bit13 source with abc_g_aig_d11,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 3707 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex214,bf16_reciprocal_square_default_exception,current selected-bit13 source with abc_g_aig_d12,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 3707 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex214,bf16_reciprocal_square_default_exception,current selected-bit13 source with extra_opt_aig,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 3707 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex214,bf16_reciprocal_square_bit13_formula,sign-independent exponent range formula for bit13,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,high,useful_frontend_best,realized,tested_frontend_best,official OK ADP 3564 improved frontend best,sub-bf16-smallgap-flow-r96,2026-06-14
ex214,bf16_reciprocal_square_bit13_casez,sign-independent exponent casez for bit13,factor selected output predicates and reuse current shared BF16 field decode,frontend_gt15_structural_round96_20260614_0651/sub-bf16-smallgap-flow-r96,medium,explore,medium,tested_nonwinning,official OK ADP 4199 did not beat current frontend/reference,sub-bf16-smallgap-flow-r96,2026-06-14
ex204,bf16_log2,log2_arithbase_delta_hilo3_bits_10_11_14_bh2,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,medium,explore,medium,tested_nonwinning,official OK ADP 26520 did not beat current frontend/reference,sub-bf16-logmodel-r97,2026-06-14
ex204,bf16_log2,log2_arithbase_delta_hilo3_bits_10_11_14_bh2,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,medium,explore,medium,tested_nonwinning,official OK ADP 26588 did not beat current frontend/reference,sub-bf16-logmodel-r97,2026-06-14
ex204,bf16_log2,log2_arithbase_delta_hilo3_bits_11_12_14_bh2,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,medium,explore,medium,tested_nonwinning,official OK ADP 27360 did not beat current frontend/reference,sub-bf16-logmodel-r97,2026-06-14
ex204,bf16_log2,sep_fields_e2_m3_s0_bits_11_14_bh2,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,medium,explore,medium,tested_nonwinning,official OK ADP 34384 did not beat current frontend/reference,sub-bf16-logmodel-r97,2026-06-14
ex205,bf16_log10,sep_fields_e3_m3_s0_bits_14_15_bh1,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,high,useful_frontend_best,realized,tested_frontend_best,official OK ADP 71040 improved frontend best,sub-bf16-logmodel-r97,2026-06-14
ex205,bf16_log10,sep_fields_e2_m3_s0_bits_15_bh1,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,medium,explore,medium,tested_nonwinning,official OK ADP 71520 did not beat current frontend/reference,sub-bf16-logmodel-r97,2026-06-14
ex205,bf16_log10,hilo3_word_mode_bits_14_15_bh1,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,medium,explore,medium,tested_nonwinning,official OK ADP 71664 did not beat current frontend/reference,sub-bf16-logmodel-r97,2026-06-14
ex205,bf16_log10,sep_fields_e3_m3_s0_bits_14_15_bh1,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,medium,explore,medium,tested_nonwinning,official OK ADP 75667 did not beat current frontend/reference,sub-bf16-logmodel-r97,2026-06-14
ex205,bf16_log10,log10_exp_runs_mant_sep_m2,frontend source-level shared decode/predicate factoring,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97,medium,explore,medium,tested_nonwinning,official OK ADP 88830 did not beat current frontend/reference,sub-bf16-logmodel-r97,2026-06-14
ex216,bf16_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 7530 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex216,bf16_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 6818 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex216,bf16_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 8224 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex218,bf16_reciprocal_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 7140 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex218,bf16_reciprocal_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 7920 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex218,bf16_reciprocal_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 8160 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex219,bf16_reciprocal_cbrt,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 9716 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex219,bf16_reciprocal_cbrt,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 12915 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex219,bf16_reciprocal_cbrt,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 9632 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex216,bf16_cube,hand_cube_guard_lut,explicit sign/special decode plus exponent-affine mantissa LUT,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 7242 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex216,bf16_cube,hand_cube_guard_lut,explicit sign/special decode plus exponent-affine mantissa LUT,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 7293 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex218,bf16_reciprocal_cube,hand_recip_cube_guard_lut_normal_first,explicit sign/special decode plus exponent-affine mantissa LUT,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 11160 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
ex218,bf16_reciprocal_cube,hand_recip_cube_guard_lut_normal_first,explicit sign/special decode plus exponent-affine mantissa LUT,frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97,medium,explore,medium,tested_nonwinning,official OK ADP 11352 did not beat current frontend/reference,sub-bf16-rootpower-r97,2026-06-14
